Title,ArtistName,Rank,Weeks,isNew
get along,kenny chesney,48,10,0
up down,morgan wallen featuring florida georgia line,49,12,0
tati,6ix9ine featuring dj spinking,50,3,0
idgaf,dua lipa,51,22,0
sad!,xxxtentacion,52,15,0
woman  amen,dierks bentley,53,10,0
call out my name,the weeknd,54,11,0
done for me,charlie puth featuring kehlani,55,6,0
sit next to me,foster the people,56,13,0
simple,florida georgia line,57,2,0
x,nicky jam x j balvin,58,15,0
ball for me,post malone featuring nicki minaj,59,7,0
ghost town,kanye west featuring partynextdoor,60,2,0
you make it easy,jason aldean,61,20,0
freeee (ghost town  pt. 2),kids see ghosts,62,1,1
mercy,brett young,63,6,0
dura,daddy yankee,64,19,0
kod,j. cole,65,8,0
everything's gonna be alright,david lee murphy & kenny chesney,66,8,0
fire,kids see ghosts,67,1,1
esskeetit,lil pump,68,9,0
cudi montage,kids see ghosts,69,1,1
praise the lord (da shine),a$ap rocky featuring skepta,70,3,0
fake love,bts,71,4,0
japan,famous dex,72,12,0
kids see ghosts,kids see ghosts,73,1,1
alone,halsey featuring big sean & stefflon don,74,9,0
powerglide,rae sremmurd & juicy j,75,15,0
i lived it,blake shelton,76,15,0
overdose,youngboy never broke again,77,7,0
lovely,billie eilish & khalid,78,3,0
youngblood,5 seconds of summer,79,2,0
dame tu cosita,pitbull x el chombo x karol g featuring cutty ranks,80,8,0
otw,khalid  ty dolla $ign & 6lack,81,8,0
zombie,bad wolves,82,14,0
me niego,reik featuring ozuna & wisin,83,2,0
lose it,kane brown,84,1,1
violent crimes,kanye west,85,2,0
i was jack (you were diane),jake owen,86,3,0
sativa,jhene aiko featuring swae lee or rae sremmurd,87,14,0
rich sex,nicki minaj featuring lil wayne,88,1,1
life goes on,lil baby featuring gunna & lil uzi vert,89,4,0
i know you,lil skies featuring yung pinch,90,1,1
el farsante,ozuna & romeo santos,91,20,0
wouldn't leave,kanye west featuring partynextdoor,92,2,0
beautiful crazy,luke combs,93,4,0
sin pijama,becky g + natti natasha,94,2,0
babe,sugarland featuring taylor swift,95,2,0
drip,cardi b featuring migos,96,10,0
big bank,yg featuring 2 chainz  big sean & nicki minaj,97,3,0
singles you up,jordan davis,98,19,0
take back home girl,chris lane featuring tori kelly,99,3,0
welcome to the party,diplo  french montana & lil pump featuring zhavia ward,100,3,0
bad and boujee,migos featuring lil uzi vert,1,11,0
shape of you,ed sheeran,2,3,0
closer,the chainsmokers featuring halsey,3,26,0
bad things,machine gun kelly x camila cabello,4,13,0
i don't wanna live forever (fifty shades darker),zayn / taylor swift,5,7,0
black beatles,rae sremmurd featuring gucci mane,6,20,0
don't wanna know,maroon 5 featuring kendrick lamar,7,16,0
starboy,the weeknd featuring daft punk,8,19,0
fake love,drake,9,14,0
scars to your beautiful,alessia cara,10,22,0
24k magic,bruno mars,11,16,0
side to side,ariana grande featuring nicki minaj,12,22,0
paris,the chainsmokers,13,2,0
love on the brain,rihanna,14,15,0
bounce back,big sean,15,12,0
let me love you,dj snake featuring justin bieber,16,25,0
caroline,amine,17,21,0
i feel it coming,the weeknd featuring daft punk,18,10,0
all time low,jon bellion,19,16,0
starving,hailee steinfeld & grey featuring zedd,20,26,0
mercy,shawn mendes,21,19,0
heathens,twenty one pilots,22,32,0
can't stop the feeling!,justin timberlake,23,38,0
this town,niall horan,24,18,0
broccoli,d.r.a.m. featuring lil yachty,25,33,0
water under the bridge,adele,26,12,0
cheap thrills,sia featuring sean paul,27,50,0
treat you better,shawn mendes,28,34,0
ispy,kyle featuring lil yachty,29,5,0
juju on that beat (tz anthem),zay hilfigerrr & zayion mccall,30,18,0
say you won't let go,james arthur,31,14,0
rockabye,clean bandit featuring sean paul & anne-marie,32,8,0
love me now,john legend,33,14,0
don't let me down,the chainsmokers featuring daya,34,50,0
better man,little big town,35,13,0
blue ain't your color,keith urban,36,20,0
t-shirt,migos,37,2,0
the greatest,sia featuring kendrick lamar,38,21,0
castle on the hill,ed sheeran,39,3,0
party,chris brown featuring usher & gucci mane,40,6,0
x,21 savage & metro boomin featuring future,41,20,0
a guy with a girl,blake shelton,42,11,0
chill bill,rob $tone featuring j. davi$ & spooks,43,26,0
dirt on my boots,jon pardi,44,8,0
star of the show,thomas rhett,45,13,0
deja vu,j. cole,46,7,0
used to this,future featuring drake,47,12,0
cold water,major lazer featuring justin bieber & mo,48,27,0
both,gucci mane featuring drake,49,6,0
party monster,the weeknd,50,10,0
goosebumps,travis scott,51,12,0
down,marian hill,52,2,0
handclap,fitz and the tantrums,53,18,0
way down we go,kaleo,54,5,0
seein' red,dustin lynch,55,5,0
i got you,bebe rexha,56,4,0
make me (cry),noah cyrus featuring labrinth,57,7,0
congratulations,post malone featuring quavo,58,5,0
chantaje,shakira featuring maluma,59,11,0
play that song,train,60,9,0
no heart,21 savage & metro boomin,61,14,0
think a little less,michael ray,62,5,0
sober saturday night,chris young featuring vince gill,63,4,0
location,khalid,64,3,0
how far i'll go,auli'i cravalho,65,9,0
dirty laundry,carrie underwood,66,15,0
selfish,pnb rock,67,12,0
how far i'll go,alessia cara,68,8,0
wanna be that song,brett eldredge,69,17,0
fresh eyes,andy grammer,70,17,0
kill a word,eric church featuring rhiannon giddens,71,7,0
moves,big sean,72,5,0
otw,dj luke nasty,73,6,0
today,brad paisley,74,4,0
swang,rae sremmurd,75,6,0
redbone,childish gambino,76,9,0
despacito,luis fonsi & daddy yankee featuring justin bieber,77,2,0
80s mercedes,maren morris,78,11,0
the weekend,brantley gilbert,79,4,0
if the boot fits,granger smith,80,2,0
fast,luke bryan,81,1,1
that's what i like,bruno mars,82,2,0
not nice,partynextdoor,83,2,0
guys my age,hey violet,84,1,1
sex with me,rihanna,85,13,0
road less traveled,lauren alaina,86,1,1
issues,julia michaels,87,1,1
call on me,starley,88,4,0
alone,marshmello,89,9,0
black,dierks bentley,90,2,0
love on the weekend,john mayer,91,2,0
good drank,2 chainz x gucci mane x quavo,92,1,1
any ol' barstool,jason aldean,93,1,1
dancing on my own,calum scott,94,1,1
sneakin',drake featuring 21 savage,95,14,0
song for another time,old dominion,96,18,0
million reasons,lady gaga,97,11,0
say it,flume featuring tove lo,98,4,0
water,ugly god,99,4,0
running back,wale featuring lil wayne,100,1,1
party rock anthem,lmfao featuring lauren bennett & goonrock,1,20,0
last friday night (t.g.i.f.),katy perry,2,11,0
super bass,nicki minaj,3,15,0
give me everything,pitbull featuring ne-yo  afrojack & nayer,4,19,0
lighters,bad meets evil featuring bruno mars,5,8,0
how to love,lil wayne,6,11,0
i wanna go,britney spears,7,9,0
moves like jagger,maroon 5 featuring christina aguilera,8,7,0
rolling in the deep,adele,9,31,0
tonight tonight,hot chelle rae,10,17,0
good life,onerepublic,11,19,0
the edge of glory,lady gaga,12,13,0
pumped up kicks,foster the people,13,15,0
if i die young,the band perry,14,37,0
i'm on one,dj khaled featuring drake  rick ross & lil wayne,15,12,0
dirt road anthem,jason aldean,16,18,0
best thing i never had,beyonce,17,10,0
remind me,brad paisley duet with carrie underwood,18,9,0
motivation,kelly rowland featuring lil wayne,19,17,0
otis,jay z kanye west featuring otis redding,20,3,0
knee deep,zac brown band featuring jimmy buffett,21,13,0
just a kiss,lady antebellum,22,14,0
e.t.,katy perry featuring kanye west,23,26,0
barefoot blue jean night,jake owen,24,15,0
just can't get enough,the black eyed peas,25,25,0
you make me feel...,cobra starship featuring sabi,26,4,0
where them girls at,david guetta featuring flo rida & nicki minaj,27,14,0
country girl (shake it for me),luke bryan,28,16,0
she ain't you,chris brown,29,17,0
the lazy song,bruno mars,30,24,0
rain over me,pitbull featuring marc anthony,31,6,0
stereo hearts,gym class heroes featuring adam levine,32,8,0
you and tequila,kenny chesney featuring grace potter,33,11,0
on the floor,jennifer lopez featuring pitbull,34,24,0
the show goes on,lupe fiasco,35,32,0
honey bee,blake shelton,36,18,0
marvins room,drake,37,3,0
every teardrop is a waterfall,coldplay,38,10,0
don't wanna go home,jason derulo,39,12,0
till the world ends,britney spears featuring nicki minaj & ke$ha,40,23,0
i'm into you,jennifer lopez featuring lil wayne,41,12,0
my last,big sean featuring chris brown,42,20,0
out of my head,lupe fiasco featuring trey songz,43,11,0
am i the only one,dierks bentley,44,14,0
sure thing,miguel,45,22,0
crazy girl,eli young band,46,22,0
take a back road,rodney atkins,47,10,0
look at me now,chris brown featuring lil wayne & busta rhymes,48,27,0
don't you wanna stay,jason aldean with kelly clarkson,49,30,0
cheers (drink to that),rihanna,50,2,0
god gave me you,blake shelton,51,4,0
take over control,afrojack featuring eva simons,52,8,0
homeboy,eric church,53,21,0
keep your head up,andy grammer,54,10,0
made in america,toby keith,55,9,0
love you like a love song,selena gomez & the scene,56,7,0
someone like you,adele,57,5,0
best love song,t-pain featuring chris brown,58,20,0
mr. saxobeat,alexandra stan,59,4,0
california king bed,rihanna,60,12,0
marvin & chardonnay,big sean featuring kanye west & roscoe dash,61,3,0
love done gone,billy currington,62,8,0
better with the lights off,new boyz featuring chris brown,63,6,0
just fishin',trace adkins,64,10,0
long hot summer,keith urban,65,4,0
hello,martin solveig & dragonette,66,18,0
never gonna leave this bed,maroon 5,67,15,0
smile,avril lavigne,68,5,0
i love you this big,scotty mccreery,69,11,0
here for a good time,george strait,70,6,0
man down,rihanna,71,11,0
right there,nicole scherzinger featuring 50 cent,72,12,0
pretty girls,iyaz featuring travie mccoy,73,5,0
booty wurk (one cheek at a time),t-pain featuring joey galaxy,74,4,0
country must be country wide,brantley gilbert,75,6,0
if heaven wasn't so far away,justin moore,76,20,0
under and over it,five finger death punch,77,1,1
gucci gucci,kreayshawn,78,2,0
on my level,wiz khalifa featuring too $hort,79,7,0
easy,rascal flatts featuring natasha bedingfield,80,2,0
the adventures of rain dance maggie,red hot chili peppers,81,3,0
unusual,trey songz featuring drake,82,10,0
quickie,miguel,83,3,0
save me  san francisco,train,84,7,0
lights,ellie goulding,85,1,1
skyscraper,demi lovato,86,4,0
ships in the night,mat kearney,87,1,1
set fire to the rain,adele,88,3,0
don't stop the party,the black eyed peas,89,2,0
faster,matt nathanson,90,2,0
walk,foo fighters,91,5,0
in the dark,dev,92,1,1
john,lil wayne featuring rick ross,93,20,0
old alabama,brad paisley featuring alabama,94,18,0
fish,craig campbell,95,2,0
till i'm gone,tinie tempah featuring wiz khalifa,96,1,1
one more drinkin' song,jerrod niemann,97,2,0
far away,tyga featuring chris richardson,98,1,1
rumour has it,adele,99,2,0
oh my,dj drama featuring fabolous  roscoe dash & wiz khalifa,100,3,0
shape of you,ed sheeran,1,6,0
i don't wanna live forever (fifty shades darker),zayn / taylor swift,2,10,0
bad and boujee,migos featuring lil uzi vert,3,14,0
chained to the rhythm,katy perry featuring skip marley,4,1,1
closer,the chainsmokers featuring halsey,5,29,0
bad things,machine gun kelly x camila cabello,6,16,0
that's what i like,bruno mars,7,5,0
love on the brain,rihanna,8,18,0
i feel it coming,the weeknd featuring daft punk,9,13,0
bounce back,big sean,10,15,0
paris,the chainsmokers,11,5,0
fake love,drake,12,17,0
24k magic,bruno mars,13,19,0
starboy,the weeknd featuring daft punk,14,22,0
scars to your beautiful,alessia cara,15,25,0
black beatles,rae sremmurd featuring gucci mane,16,23,0
don't wanna know,maroon 5 featuring kendrick lamar,17,19,0
million reasons,lady gaga,18,13,0
mercy,shawn mendes,19,22,0
ispy,kyle featuring lil yachty,20,8,0
caroline,amine,21,24,0
rockabye,clean bandit featuring sean paul & anne-marie,22,11,0
say you won't let go,james arthur,23,17,0
side to side,ariana grande featuring nicki minaj,24,25,0
can't stop the feeling!,justin timberlake,25,41,0
all time low,jon bellion,26,19,0
body like a back road,sam hunt,27,3,0
let me love you,dj snake featuring justin bieber,28,28,0
t-shirt,migos,29,5,0
down,marian hill,30,5,0
water under the bridge,adele,31,15,0
heathens,twenty one pilots,32,35,0
congratulations,post malone featuring quavo,33,8,0
issues,julia michaels,34,4,0
better man,little big town,35,16,0
treat you better,shawn mendes,36,37,0
broccoli,d.r.a.m. featuring lil yachty,37,36,0
this town,niall horan,38,21,0
dirt on my boots,jon pardi,39,11,0
starving,hailee steinfeld & grey featuring zedd,40,29,0
party,chris brown featuring usher & gucci mane,41,9,0
cold,maroon 5 featuring future,42,1,1
i got you,bebe rexha,43,7,0
location,khalid,44,6,0
moves,big sean,45,8,0
make me (cry),noah cyrus featuring labrinth,46,10,0
sober saturday night,chris young featuring vince gill,47,7,0
juju on that beat (tz anthem),zay hilfigerrr & zayion mccall,48,21,0
both,gucci mane featuring drake,49,9,0
deja vu,j. cole,50,10,0
love me now,john legend,51,17,0
castle on the hill,ed sheeran,52,6,0
the fighter,keith urban featuring carrie underwood,53,2,0
bom bidi bom,nick jonas & nicki minaj,54,1,1
despacito,luis fonsi & daddy yankee featuring justin bieber,55,5,0
think a little less,michael ray,56,8,0
swang,rae sremmurd,57,9,0
party monster,the weeknd,58,13,0
play that song,train,59,12,0
used to this,future featuring drake,60,15,0
goosebumps,travis scott,61,15,0
shining,dj khaled featuring beyonce & jay z,62,1,1
no favors,big sean featuring eminem,63,2,0
star of the show,thomas rhett,64,16,0
seein' red,dustin lynch,65,8,0
believer,imagine dragons,66,2,0
today,brad paisley,67,7,0
guys my age,hey violet,68,4,0
a guy with a girl,blake shelton,69,14,0
call on me,starley,70,7,0
helium,sia,71,1,1
fast,luke bryan,72,4,0
kill a word,eric church featuring rhiannon giddens,73,10,0
look at me!,xxxtentacion,74,2,0
in case you didn't know,brett young,75,2,0
any ol' barstool,jason aldean,76,4,0
heroe favorito,romeo santos,77,1,1
chantaje,shakira featuring maluma,78,14,0
slippery,migos featuring gucci mane,79,3,0
the weekend,brantley gilbert,80,7,0
way down we go,kaleo,81,8,0
no heart,21 savage & metro boomin,82,17,0
not nice,partynextdoor,83,5,0
everything 1k,kodak black,84,1,1
everyday,ariana grande featuring future,85,1,1
road less traveled,lauren alaina,86,4,0
rolex,ayo & teo,87,1,1
cash me outside (#cashmeoutside),dj suede the remix god,88,1,1
selfish,pnb rock,89,15,0
wanna be that song,brett eldredge,90,20,0
how far i'll go,alessia cara,91,11,0
black,dierks bentley,92,4,0
it ain't me,kygo x selena gomez,93,1,1
yeah boy,kelsea ballerini,94,1,1
sex with me,rihanna,95,15,0
hurricane,luke combs,96,1,1
some kind of drug,g-eazy featuring marc e. bassy,97,3,0
el amante,nicky jam,98,2,0
redbone,childish gambino,99,12,0
scared to be lonely,martin garrix & dua lipa,100,2,0
despacito,luis fonsi & daddy yankee featuring justin bieber,1,28,0
wild thoughts,dj khaled featuring rihanna & bryson tiller,2,6,0
that's what i like,bruno mars,3,28,0
i'm the one,dj khaled featuring justin bieber  quavo  chance the rapper & lil wayne,4,13,0
believer,imagine dragons,5,25,0
unforgettable,french montana featuring swae lee,6,16,0
shape of you,ed sheeran,7,29,0
there's nothing holdin' me back,shawn mendes,8,14,0
attention,charlie puth,9,14,0
body like a back road,sam hunt,10,26,0
congratulations,post malone featuring quavo,11,31,0
humble.,kendrick lamar,12,17,0
redbone,childish gambino,13,34,0
stay,zedd & alessia cara,14,22,0
something just like this,the chainsmokers & coldplay,15,23,0
strip that down,liam payne featuring quavo,16,10,0
xo tour llif3,lil uzi vert,17,18,0
slow hands,niall horan,18,13,0
now or never,halsey,19,16,0
mask off,future,20,23,0
bank account,21 savage,21,3,0
it ain't me,kygo x selena gomez,22,24,0
feels,calvin harris featuring pharrell williams  katy perry & big sean,23,6,0
say you won't let go,james arthur,24,40,0
castle on the hill,ed sheeran,25,29,0
sorry not sorry,demi lovato,26,3,0
location,khalid,27,29,0
