Title,ArtistName,Rank,Weeks,isNew
beat of the music,brett eldredge,49,17,0
chandelier,sia,50,4,0
my eyes,blake shelton featuring gwen sebastian,51,5,0
i don't dance,lee brice,52,7,0
lettin' the night roll,justin moore,53,15,0
work,iggy azalea,54,5,0
the worst,jhene aiko,55,17,0
2 on,tinashe featuring schoolboy q,56,4,0
whiskey in my water,tyler farr,57,10,0
who do you love?,yg featuring drake,58,12,0
bailando,enrique iglesias featuring descemer bueno & gente de zona,59,5,0
cut her off,kcamp featuring 2 chainz,60,8,0
who i am with you,chris young,61,6,0
yeah,joe nichols,62,6,0
trophies,young money featuring drake,63,13,0
human,christina perri,64,17,0
drunk on a plane,dierks bentley,65,3,0
habits (stay high),tove lo,66,1,1
sleeping with a friend,neon trees,67,14,0
we are tonight,billy currington,68,6,0
river bank,brad paisley,69,4,0
empire,shakira,70,10,0
rewind,rascal flatts,71,20,0
good kisser,usher,72,4,0
we dem boyz,wiz khalifa,73,7,0
mmm yeah,austin mahone featuring pitbull,74,15,0
dare (la la la),shakira,75,2,0
red lights,tiesto,76,12,0
bartender,lady antebellum,77,2,0
keep them kisses comin',craig campbell,78,5,0
shades of cool,lana del rey,79,1,1
main chick,kid ink featuring chris brown,80,3,0
you & i,one direction,81,7,0
where it's at (yep  yep),dustin lynch,82,4,0
raging fire,phillip phillips,83,7,0
magic,coldplay,84,13,0
girls chase boys,ingrid michaelson,85,8,0
cop car,keith urban,86,18,0
trumpets,jason derulo,87,1,1
on top of the world,imagine dragons,88,17,0
chainsaw,the band perry,89,3,0
xo,john mayer,90,1,1
somethin' bad,miranda lambert duet with carrie underwood,91,2,0
or nah,ty dolla $ign featuring wiz khalifa & dj mustard,92,11,0
don't stop,5 seconds of summer,93,3,0
i choose you,sara bareilles,94,3,0
tennis court,lorde,95,10,0
i got a car,george strait,96,1,1
part ii (on the run),jay z featuring beyonce,97,16,0
i won,future featuring kanye west,98,3,0
come get it bae,pharrell williams,99,2,0
meanwhile back at mama's,tim mcgraw featuring faith hill,100,1,1
old town road,lil nas x featuring billy ray cyrus,1,6,0
sunflower (spider-man: into the spider-verse),post malone & swae lee,2,25,0
wow.,post malone,3,16,0
7 rings,ariana grande,4,12,0
without me,halsey,5,27,0
sucker,jonas brothers,6,6,0
please me,cardi b & bruno mars,7,8,0
better,khalid,8,30,0
middle child,j. cole,9,12,0
happier,marshmello & bastille,10,34,0
bad guy,billie eilish,11,2,0
dancing with a stranger,sam smith & normani,12,13,0
shallow,lady gaga & bradley cooper,13,28,0
eastside,benny blanco  halsey & khalid,14,39,0
going bad,meek mill featuring drake,15,19,0
sweet but psycho,ava max,16,17,0
thotiana,blueface,17,13,0
talk,khalid,18,9,0
break up with your girlfriend  i'm bored,ariana grande,19,9,0
high hopes,panic! at the disco,20,36,0
beautiful crazy,luke combs,21,22,0
a lot,21 savage,22,16,0
girls like you,maroon 5 featuring cardi b,23,46,0
close to me,ellie goulding x diplo featuring swae lee,24,21,0
sicko mode,travis scott,25,36,0
racks in the middle,nipsey hussle featuring roddy ricch & hit-boy,26,2,0
cool,jonas brothers,27,1,1
murder on my mind,ynw melly,28,12,0
be alright,dean lewis,29,24,0
bury a friend,billie eilish,30,11,0
thank u  next,ariana grande,31,23,0
drip too hard,lil baby & gunna,32,30,0
pure water,mustard & migos,33,11,0
envy me,calboy,34,17,0
you say,lauren daigle,35,39,0
look back at it,a boogie wit da hoodie,36,18,0
better now,post malone,37,50,0
tequila,dan + shay,38,49,0
when the party's over,billie eilish,39,22,0
act up,city girls,40,6,0
kill this love,blackpink,41,1,1
baby shark,pinkfong,42,15,0
youngblood,5 seconds of summer,43,45,0
money,cardi b,44,25,0
here tonight,brett young,45,14,0
here with me,marshmello featuring chvrches,46,5,0
mia,bad bunny featuring drake,47,26,0
look what god gave her,thomas rhett,48,6,0
god's country,blake shelton,49,2,0
swervin,a boogie wit da hoodie featuring 6ix9ine,50,16,0
wish you were gay,billie eilish,51,6,0
eyes on you,chase rice,52,8,0
good as you,kane brown,53,7,0
who do you love,the chainsmokers featuring 5 seconds of summer,54,9,0
my bad,khalid,55,3,0
mixed personalities,ynw melly featuring kanye west,56,12,0
saturday nights,khalid & kane brown,57,10,0
outta my head,khalid with john mayer,58,1,1
robbery,juice wrld,59,8,0
make it sweet,old dominion,60,15,0
worth it,yk osiris,61,8,0
whiskey glasses,morgan wallen,62,6,0
suge,dababy,63,2,0
con calma,daddy yankee & katy perry featuring snow,64,10,0
close friends,lil baby,65,24,0
miss me more,kelsea ballerini,66,10,0
i've been waiting,lil peep & ilovemakonnen featuring fall out boy,67,5,0
you should see me in a crown,billie eilish,68,3,0
monopoly,ariana grande & victoria monet,69,2,0
there was this girl,riley green,70,7,0
my strange addiction,billie eilish,71,2,0
shot clock,ella mai,72,11,0
walk me home,p!nk,73,6,0
bad liar,imagine dragons,74,7,0
double up,nipsey hussle featuring belly & dom kennedy,75,2,0
last time that i checc'd,nipsey hussle featuring yg,76,2,0
undrunk,fletcher,77,5,0
rumor,lee brice,78,5,0
night shift,jon pardi,79,8,0
don't call me up,mabel,80,3,0
girls need love,summer walker x drake,81,7,0
girl,maren morris,82,6,0
put a date on it,yo gotti featuring lil baby,83,11,0
don't pretend,khalid x safe,84,1,1
calma,pedro capo x farruko,85,5,0
xanny,billie eilish,86,2,0
bad luck,khalid,87,1,1
one that got away,michael ray,88,7,0
pop out,polo g featuring lil tjay,89,3,0
this is it,scotty mccreery,90,18,0
faucet failure,ski mask the slump god,91,7,0
all the good girls go to hell,billie eilish,92,2,0
right back,khalid featuring a boogie wit da hoodie,93,1,1
talk you out of it,florida georgia line,94,8,0
inmortal,aventura,95,1,1
ocean eyes,billie eilish,96,8,0
dedication,nipsey hussle featuring kendrick lamar,97,2,0
let me down slowly,alec benjamin + alessia cara,98,7,0
big ole freak,megan thee stallion,99,1,1
victory lap,nipsey hussle featuring stacy barthe,100,1,1
call me maybe,carly rae jepsen,1,17,0
somebody that i used to know,gotye featuring kimbra,2,24,0
payphone,maroon 5 featuring wiz khalifa,3,9,0
wide awake,katy perry,4,4,0
we are young,fun. featuring janelle monae,5,26,0
what makes you beautiful,one direction,6,18,0
starships,nicki minaj,7,18,0
where have you been,rihanna,8,9,0
wild ones,flo rida featuring sia,9,24,0
boyfriend,justin bieber,10,12,0
scream,usher,11,8,0
lights,ellie goulding,12,26,0
glad you came,the wanted,13,23,0
back in time,pitbull,14,11,0
titanium,david guetta featuring sia,15,10,0
drunk on you,luke bryan,16,16,0
drive by,train,17,23,0
brokenhearted,karmin,18,15,0
mercy,kanye west  big sean  pusha t  2 chainz,19,11,0
springsteen,eric church,20,16,0
as long as you love me,justin bieber featuring big sean,21,1,1
stronger (what doesn't kill you),kelly clarkson,22,26,0
feel so close,calvin harris,23,19,0
everybody talks,neon trees,24,14,0
i won't give up,jason mraz,25,24,0
give your heart a break,demi lovato,26,11,0
the motto,drake featuring lil wayne,27,31,0
the fighter,gym class heroes featuring ryan tedder,28,5,0
work hard  play hard,wiz khalifa,29,8,0
come over,kenny chesney,30,5,0
drank in my cup,kirko bangz,31,19,0
take care,drake featuring rihanna,32,31,0
even if it breaks your heart,eli young band,33,14,0
part of me,katy perry,34,18,0
good girl,carrie underwood,35,17,0
climax,usher,36,17,0
cashin' out,ca$h out,37,10,0
rumour has it,adele,38,27,0
somethin' 'bout a truck,kip moore,39,19,0
5-1-5-0,dierks bentley,40,6,0
some nights,fun.,41,17,0
faded,tyga featuring lil wayne,42,22,0
set fire to the rain,adele,43,42,0
let's go,calvin harris featuring ne-yo,44,6,0
party rock anthem,lmfao featuring lauren bennett & goonrock,45,65,0
we found love,rihanna featuring calvin harris,46,39,0
one thing,one direction,47,12,0
we run the night,havana brown featuring pitbull,48,12,0
you don't know her like i do,brantley gilbert,49,21,0
sexy and i know it,lmfao,50,42,0
(kissed you) good night,gloriana,51,11,0
heart attack,trey songz,52,11,0
birthday cake,rihanna featuring chris brown,53,17,0
beez in the trap,nicki minaj featuring 2 chainz,54,11,0
pontoon,little big town,55,2,0
both of us,b.o.b featuring taylor swift,56,7,0
beers ago,toby keith,57,9,0
no lie,2 chainz featuring drake,58,6,0
wanted,hunter hayes,59,8,0
tongue tied,grouplove,60,8,0
lemme see,usher featuring rick ross,61,4,0
leave you alone,young jeezy featuring ne-yo,62,14,0
time is love,josh turner,63,12,0
burn it down,linkin park,64,9,0
angel eyes,love and theft,65,5,0
hyfr (hell ya f*****g right),drake featuring lil wayne,66,15,0
too close,alex clare,67,12,0
how we do (party),rita ora,68,4,0
fly over states,jason aldean,69,17,0
postcard from paris,the band perry,70,6,0
nobody's perfect,j. cole featuring missy elliott,71,5,0
take it to the head,dj khaled featuring chris brown  rick ross  nicki minaj & lil wayne,72,11,0
ho hey,the lumineers,73,2,0
my homies still,lil wayne featuring big sean,74,2,0
want u back,cher lloyd,75,1,1
dance again,jennifer lopez featuring pitbull,76,11,0
up!,loverance featuring iamsu & skipper or 50 cent,77,16,0
for you,keith urban,78,3,0
little talks,of monsters and men,79,11,0
no hurry,zac brown band,80,15,0
chasing the sun,the wanted,81,3,0
cowboys and angels,dustin lynch,82,5,0
why ya wanna,jana kramer,83,7,0
right by my side,nicki minaj featuring chris brown,84,11,0
crew love,drake featuring the weeknd,85,13,0
whistle,flo rida,86,5,0
ayy ladies,travis porter featuring tyga,87,16,0
midnight city,m83.,88,15,0
over,blake shelton,89,1,1
all around the world,justin bieber featuring ludacris,90,2,0
she's so mean,matchbox twenty,91,1,1
it's time,imagine dragons,92,2,0
eyes open,taylor swift,93,13,0
so good,b.o.b,94,17,0
glass,thompson square,95,2,0
hard to love,lee brice,96,1,1
snap backs & tattoos,driicky graham,97,1,1
ai se eu te pego,michel telo,98,11,0
gold on the ceiling,the black keys,99,2,0
turn up the music,chris brown,100,18,0
grenade,bruno mars,1,17,0
firework,katy perry,2,14,0
black and yellow,wiz khalifa,3,16,0
tonight (i'm lovin' you),enrique iglesias featuring ludacris & dj frank e,4,9,0
what's my name?,rihanna featuring drake,5,14,0
hold it against me,britney spears,6,2,0
we r who we r,ke$ha,7,13,0
raise your glass,pink,8,16,0
the time (dirty bit),the black eyed peas,9,11,0
hey baby (drop it to the floor),pitbull featuring t-pain,10,17,0
f**kin' perfect,pink,11,4,0
just the way you are,bruno mars,12,27,0
coming home,diddy - dirty money featuring skylar grey,13,9,0
6 foot 7 foot,lil wayne featuring cory gunz,14,6,0
no hands,waka flocka flame featuring roscoe dash & wale,15,20,0
rocketeer,far*east movement featuring ryan tedder,16,8,0
yeah 3x,chris brown,17,13,0
only girl (in the world),rihanna,18,20,0
stereo love,edward maya & vika jigulina,19,16,0
f**k you! (forget you),cee lo green,20,22,0
dynamite,taio cruz,21,34,0
back to december,taylor swift,22,13,0
just a dream,nelly,23,23,0
dj got us fallin' in love,usher featuring pitbull,24,28,0
more,usher,25,7,0
jar of hearts,christina perri,26,17,0
bottoms up,trey songz featuring nicki minaj,27,24,0
higher,taio cruz featuring travie mccoy,28,6,0
like a g6,far*east movement featuring cataracs & dev,29,24,0
down on me,jeremih featuring 50 cent,30,11,0
what the hell,avril lavigne,31,2,0
who dat girl,flo rida featuring akon,32,8,0
teenage dream,katy perry,33,27,0
somewhere with you,kenny chesney,34,12,0
pretty girl rock,keri hilson,35,9,0
please don't go,mike posner,36,18,0
moment 4 life,nicki minaj featuring drake,37,6,0
animal,neon trees,38,34,0
don't you wanna stay,jason aldean with kelly clarkson,39,12,0
secrets,onerepublic,40,31,0
rhythm of love,plain white t's,41,19,0
marry me,train,42,10,0
right above it,lil wayne featuring drake,43,23,0
felt good on my lips,tim mcgraw,44,12,0
for the first time,the script,45,4,0
who are you when i'm not looking,blake shelton,46,12,0
aston martin music,rick ross featuring drake & chrisette michele,47,17,0
i like it,enrique iglesias featuring pitbull,48,37,0
h*a*m,kanye west jay z,49,2,0
waiting for the end,linkin park,50,16,0
are you gonna kiss me or not,thompson square,51,6,0
let me down easy,billy currington,52,9,0
put you in a song,keith urban,53,17,0
fall for your type,jamie foxx featuring drake,54,7,0
voices,chris young,55,12,0
maybe,sick puppies,56,9,0
someone else calling you baby,luke bryan,57,13,0
hello world,lady antebellum,58,11,0
dog days are over,florence + the machine,59,19,0
all of the lights,kanye west,60,4,0
can't be friends,trey songz,61,19,0
no bs,chris brown,62,7,0
who's that chick?,david guetta featuring rihanna,63,4,0
bass down low,dev featuring the cataracs,64,6,0
whip my hair,willow,65,14,0
i just had sex,the lonely island featuring akon,66,5,0
you be killin em,fabolous,67,4,0
this is country music,brad paisley,68,5,0
what do you want,jerrod niemann,69,5,0
lay it down,lloyd,70,14,0
the show goes on,lupe fiasco,71,4,0
kush,dr. dre featuring snoop dogg & akon,72,10,0
buzzin',mann,73,2,0
mama's song,carrie underwood,74,18,0
right thru me,nicki minaj,75,17,0
do the john wall,troop 41,76,5,0
a little bit stronger,sara evans,77,4,0
we no speak americano,yolanda be cool & dcup,78,19,0
colder weather,zac brown band,79,1,1
smoke a little smoke,eric church,80,19,0
this,darius rucker,81,4,0
from a table away,sunny sweeney,82,3,0
make a movie,twista featuring chris brown,83,11,0
rolling in the deep,adele,84,3,0
never say never,justin bieber featuring jaden smith,85,6,0
roman's revenge,nicki minaj featuring eminem,86,4,0
memories,david guetta featuring kid cudi,87,16,0
bullets in the gun,toby keith,88,12,0
fire flame,birdman featuring lil wayne,89,8,0
s&m,rihanna featuring britney spears,90,2,0
wildflower,the janedear girls,91,2,0
freak the freak out,victorious cast featuring victoria justice,92,6,0
make it rain,travis porter,93,3,0
stay the night,james blunt,94,1,1
shake me down,cage the elephant,95,2,0
little miss,sugarland,96,2,0
tighten up,the black keys,97,4,0
give in to me,garrett hedlund & leighton meester,98,2,0
marry you,bruno mars,99,8,0
for you  and your denial,yellowcard,100,1,1
closer,the chainsmokers featuring halsey,1,5,0
cold water,major lazer featuring justin bieber & mo,2,6,0
heathens,twenty one pilots,3,11,0
cheap thrills,sia featuring sean paul,4,29,0
don't let me down,the chainsmokers featuring daya,5,29,0
this is what you came for,calvin harris featuring rihanna,6,18,0
ride,twenty one pilots,7,25,0
treat you better,shawn mendes,8,13,0
one dance,drake featuring wizkid & kyla,9,22,0
needed me,rihanna,10,31,0
send my love (to your new lover),adele,11,16,0
we don't talk anymore,charlie puth featuring selena gomez,12,13,0
let me love you,dj snake featuring justin bieber,13,4,0
can't stop the feeling!,justin timberlake,14,17,0
into you,ariana grande,15,16,0
too good,drake featuring rihanna,16,18,0
make me...,britney spears featuring g-eazy,17,7,0
broccoli,d.r.a.m. featuring lil yachty,18,12,0
sucker for pain,lil wayne  wiz khalifa & imagine dragons with logic & ty dolla $ign feat. x ambassadors,19,10,0
gold,kiiara,20,15,0
luv,tory lanez,21,10,0
for free,dj khaled featuring drake,22,13,0
i hate u i love u,gnash featuring olivia o'brien,23,20,0
never be like you,flume featuring kai,24,22,0
panda,desiigner,25,28,0
controlla,drake,26,18,0
hymn for the weekend,coldplay,27,14,0
sit still  look pretty,daya,28,14,0
work from home,fifth harmony featuring ty dolla $ign,29,27,0
just like fire,pink,30,20,0
side to side,ariana grande featuring nicki minaj,31,1,1
this girl,kungs vs cookin' on 3 burners,32,6,0
no limit,usher featuring young thug,33,10,0
h.o.l.y.,florida georgia line,34,18,0
work,rihanna featuring drake,35,32,0
mama said,lukas graham,36,7,0
stressed out,twenty one pilots,37,50,0
i took a pill in ibiza,mike posner,38,33,0
me too,meghan trainor,39,16,0
all in my head (flex),fifth harmony featuring fetty wap,40,11,0
tiimmy turner,desiigner,41,6,0
unsteady,x ambassadors,42,16,0
peter pan,kelsea ballerini,43,14,0
low life,future featuring the weeknd,44,30,0
don't mind,kent jones,45,18,0
7 years,lukas graham,46,33,0
cake by the ocean,dnce,47,46,0
different for girls,dierks bentley featuring elle king,48,13,0
starving,hailee steinfeld & grey featuring zedd,49,5,0
make you miss me,sam hunt,50,14,0
setting the world on fire,kenny chesney featuring p!nk,51,5,0
i got the keys,dj khaled featuring jay z & future,52,10,0
rise,katy perry,53,7,0
gangsta,kehlani,54,4,0
american country love song,jake owen,55,15,0
may we all,florida georgia line featuring tim mcgraw,56,1,1
in the name of love,martin garrix & bebe rexha,57,3,0
money longer,lil uzi vert,58,12,0
that part,schoolboy q featuring kanye west,59,13,0
from the ground up,dan + shay,60,15,0
purple lamborghini,skrillex & rick ross,61,6,0
sorry,beyonce,62,19,0
you & me,marc e. bassy featuring g-eazy,63,8,0
my pyt,wale,64,12,0
chill bill,rob $tone featuring j. davi$ & spooks,65,5,0
why you always hatin?,yg featuring drake & kamaiyah,66,11,0
wat u mean (aye  aye  aye),dae dae,67,7,0
vice,miranda lambert,68,7,0
father stretch my hands pt. 1,kanye west,69,17,0
she's got a way with words,blake shelton,70,10,0
grass ain't greener,chris brown,71,1,1
middle of a memory,cole swindell,72,6,0
pick up the phone,young thug and travis scott featuring quavo,73,3,0
no shopping,french montana featuring drake,74,7,0
you don't own me,grace featuring g-eazy,75,15,0
it don't hurt like it used to,billy currington,76,6,0
with you tonight / hasta el amanecer,nicky jam,77,15,0
rock on,tucker beathard,78,3,0
kill em with kindness,selena gomez,79,14,0
no problem,chance the rapper featuring lil wayne & 2 chainz,80,15,0
come and see me,partynextdoor featuring drake,81,9,0
too much sauce,dj esco featuring future & lil uzi vert,82,2,0
you look like i need a drink,justin moore,83,4,0
1 night,lil yachty,84,4,0
ooouuu,young m.a,85,1,1
wicked,future,86,20,0
wyclef jean,young thug,87,1,1
i met a girl,william michael morgan,88,2,0
move,luke bryan,89,2,0
famous,kanye west,90,13,0
record year,eric church,91,20,0
you was right,lil uzi vert,92,8,0
do you mind,dj khaled featuring nicki minaj  chris brown  august alsina  jeremih  future & rick ross,93,4,0
wishing,dj drama featuring chris brown  skeme & lyquin,94,3,0
scars to your beautiful,alessia cara,95,1,1
lockjaw,french montana featuring kodak black,96,9,0
i know somebody,locash,97,1,1
duele el corazon,enrique iglesias featuring wisin,98,8,0
church bells,carrie underwood,99,17,0
cool girl,tove lo,100,3,0
7 rings,ariana grande,1,2,0
without me,halsey,2,17,0
sunflower (spider-man: into the spider-verse),post malone & swae lee,3,15,0
middle child,j. cole,4,2,0
sicko mode,travis scott,5,26,0
thank u  next,ariana grande,6,13,0
high hopes,panic! at the disco,7,26,0
happier,marshmello & bastille,8,24,0
wow.,post malone,9,6,0
girls like you,maroon 5 featuring cardi b,10,36,0
eastside,benny blanco  halsey & khalid,11,29,0
drip too hard,lil baby & gunna,12,20,0
money,cardi b,13,15,0
zeze,kodak black featuring travis scott & offset,14,16,0
going bad,meek mill featuring drake,15,9,0
shallow,lady gaga & bradley cooper,16,18,0
wake up in the sky,gucci mane x bruno mars x kodak black,17,20,0
mo bamba,sheck wes,18,23,0
better now,post malone,19,40,0
leave me alone,flipp dinero,20,20,0
youngblood,5 seconds of summer,21,35,0
mia,bad bunny featuring drake,22,16,0
better,khalid,23,20,0
taki taki,dj snake featuring selena gomez  ozuna & cardi b,24,18,0
breathin,ariana grande,25,24,0
a lot,21 savage,26,6,0
lucid dreams,juice wrld,27,38,0
thotiana,blueface,28,3,0
tequila,dan + shay,29,39,0
close to me,ellie goulding x diplo featuring swae lee,30,11,0
dancing with a stranger,sam smith & normani,31,3,0
sweet but psycho,ava max,32,7,0
beautiful,bazzi featuring camila cabello,33,26,0
speechless,dan + shay,34,21,0
trip,ella mai,35,26,0
baby shark,pinkfong,36,5,0
love lies,khalid & normani,37,50,0
beautiful crazy,luke combs,38,12,0
you say,lauren daigle,39,29,0
look back at it,a boogie wit da hoodie,40,8,0
i like it,cardi b  bad bunny & j balvin,41,43,0
lost in the fire,gesaffelstein & the weeknd,42,3,0
envy me,calboy,43,7,0
be alright,dean lewis,44,14,0
swervin,a boogie wit da hoodie featuring 6ix9ine,45,6,0
twerk,city girls featuring cardi b,46,4,0
backin' it up,pardison fontaine featuring cardi b,47,16,0
girl like you,jason aldean,48,10,0
this is it,scotty mccreery,49,8,0
sixteen,thomas rhett,50,12,0
nothing breaks like a heart,mark ronson featuring miley cyrus,51,9,0
this feeling,the chainsmokers featuring kelsea ballerini,52,16,0
burning man,dierks bentley featuring brothers osborne,53,15,0
undecided,chris brown,54,4,0
best shot,jimmie allen,55,20,0
pure cocaine,lil baby,56,8,0
first off,future featuring travis scott,57,2,0
uproar,lil wayne,58,18,0
good girl,dustin lynch,59,12,0
armed and dangerous,juice wrld,60,12,0
saturday nights,khalid & kane brown,61,4,0
keanu reeves,logic,62,2,0
you,jacquees,63,10,0
calling my spirit,kodak black,64,9,0
put a date on it,yo gotti featuring lil baby,65,1,1
no stylist,french montana featuring drake,66,19,0
ella quiere beber,anuel aa & romeo santos,67,13,0
take it from me,jordan davis,68,5,0
what makes you country,luke bryan,69,5,0
millionaire,chris stapleton,70,8,0
crushed up,future,71,4,0
arms around you,xxxtentacion x lil pump featuring maluma & swae lee,72,14,0
mixed personalities,ynw melly featuring kanye west,73,2,0
bury a friend,billie eilish,74,1,1
yosemite,travis scott,75,15,0
when the party's over,billie eilish,76,15,0
secreto,anuel aa & karol g,77,2,0
murder on my mind,ynw melly,78,2,0
ruin my life,zara larsson,79,5,0
love someone,lukas graham,80,5,0
lovely,billie eilish & khalid,81,14,0
down to the honkytonk,jake owen,82,5,0
nights like this,kehlani featuring ty dolla $ign,83,3,0
startender,a boogie wit da hoodie featuring offset & tyga,84,6,0
roses,benny blanco & juice wrld featuring brendon urie,85,5,0
i'm so tired...,lauv & troye sivan,86,1,1
body,loud luxury featuring brando,87,5,0
shot clock,ella mai,88,1,1
sauce!,xxxtentacion,89,1,1
con calma,daddy yankee & katy perry featuring snow,90,1,1
love wins,carrie underwood,91,5,0
splashin,rich the kid,92,2,0
make it sweet,old dominion,93,5,0
talk to me,tory lanez & rich the kid,94,14,0
burn out,midland,95,4,0
here tonight,brett young,96,4,0
bad!,xxxtentacion,97,11,0
night shift,jon pardi,98,1,1
blue tacoma,russell dickerson,99,19,0
let me down slowly,alec benjamin + alessia cara,100,2,0
shape of you,ed sheeran,1,10,0
that's what i like,bruno mars,2,9,0
bad and boujee,migos featuring lil uzi vert,3,18,0
i don't wanna live forever (fifty shades darker),zayn / taylor swift,4,14,0
i feel it coming,the weeknd featuring daft punk,5,17,0
tunnel vision,kodak black,6,4,0
love on the brain,rihanna,7,22,0
something just like this,the chainsmokers & coldplay,8,4,0
paris,the chainsmokers,9,9,0
ispy,kyle featuring lil yachty,10,12,0
bounce back,big sean,11,19,0
rockabye,clean bandit featuring sean paul & anne-marie,12,15,0
closer,the chainsmokers featuring halsey,13,33,0
no frauds,nicki minaj  drake & lil wayne,14,1,1
chained to the rhythm,katy perry featuring skip marley,15,5,0
cold,maroon 5 featuring future,16,5,0
it ain't me,kygo x selena gomez,17,5,0
body like a back road,sam hunt,18,7,0
mask off,future,19,4,0
mercy,shawn mendes,20,26,0
say you won't let go,james arthur,21,21,0
24k magic,bruno mars,22,23,0
down,marian hill,23,9,0
issues,julia michaels,24,8,0
scars to your beautiful,alessia cara,25,29,0
t-shirt,migos,26,9,0
stay,zedd & alessia cara,27,3,0
can't stop the feeling!,justin timberlake,28,45,0
bad things,machine gun kelly x camila cabello,29,20,0
starboy,the weeknd featuring daft punk,30,26,0
fake love,drake,31,21,0
congratulations,post malone featuring quavo,32,12,0
swang,rae sremmurd,33,13,0
rolex,ayo & teo,34,5,0
location,khalid,35,10,0
don't wanna know,maroon 5 featuring kendrick lamar,36,23,0
dirt on my boots,jon pardi,37,15,0
million reasons,lady gaga,38,17,0
green light,lorde,39,3,0
black beatles,rae sremmurd featuring gucci mane,40,27,0
let me love you,dj snake featuring justin bieber,41,32,0
believer,imagine dragons,42,6,0
water under the bridge,adele,43,19,0
party,chris brown featuring usher & gucci mane,44,13,0
heathens,twenty one pilots,45,39,0
how far i'll go,auli'i cravalho,46,14,0
make me (cry),noah cyrus featuring labrinth,47,14,0
slide,calvin harris featuring frank ocean & migos,48,3,0
caroline,amine,49,28,0
goosebumps,travis scott,50,19,0
both,gucci mane featuring drake,51,13,0
castle on the hill,ed sheeran,52,10,0
despacito,luis fonsi & daddy yankee featuring justin bieber,53,9,0
think a little less,michael ray,54,12,0
everyday,ariana grande featuring future,55,5,0
redbone,childish gambino,56,15,0
deja vu,j. cole,57,14,0
play that song,train,58,16,0
selfish,future featuring rihanna,59,3,0
perfect,ed sheeran,60,2,0
regret in your tears,nicki minaj,61,1,1
better man,little big town,62,20,0
galway girl,ed sheeran,63,2,0
fast,luke bryan,64,8,0
look at me!,xxxtentacion,65,6,0
hurricane,luke combs,66,5,0
shining,dj khaled featuring beyonce & jay z,67,5,0
in case you didn't know,brett young,68,6,0
heavy,linkin park featuring kiiara,69,4,0
any ol' barstool,jason aldean,70,8,0
changed it,nicki minaj & lil wayne,71,1,1
chanel,frank ocean,72,1,1
moves,big sean,73,12,0
draco,future,74,4,0
call on me,starley,75,11,0
how far i'll go,alessia cara,76,15,0
party monster,the weeknd,77,17,0
liability,lorde,78,1,1
losin control,russ,79,3,0
road less traveled,lauren alaina,80,8,0
hometown girl,josh turner,81,3,0
i got you,bebe rexha,82,11,0
kill a word,eric church featuring rhiannon giddens,83,14,0
the weekend,brantley gilbert,84,11,0
dive,ed sheeran,85,2,0
sober saturday night,chris young featuring vince gill,86,11,0
the fighter,keith urban featuring carrie underwood,87,6,0
black,dierks bentley,88,7,0
today,brad paisley,89,11,0
selfish,pnb rock,90,19,0
yeah boy,kelsea ballerini,91,5,0
you're welcome,dwayne johnson,92,9,0
good drank,2 chainz x gucci mane x quavo,93,2,0
happier,ed sheeran,94,2,0
prblms,6lack,95,1,1
comin out strong,future featuring the weeknd,96,3,0
chantaje,shakira featuring maluma,97,18,0
el amante,nicky jam,98,5,0
slippery,migos featuring gucci mane,99,6,0
scared to be lonely,martin garrix & dua lipa,100,3,0
rude,magic!,1,14,0
fancy,iggy azalea featuring charli xcx,2,21,0
stay with me,sam smith,3,16,0
am i wrong,nico & vinz,4,15,0
problem,ariana grande featuring iggy azalea,5,13,0
maps,maroon 5,6,6,0
latch,disclosure featuring sam smith,7,19,0
all of me,john legend,8,42,0
chandelier,sia,9,12,0
summer,calvin harris,10,19,0
happy,pharrell williams,11,30,0
burnin' it down,jason aldean,12,1,1
boom clap,charli xcx,13,8,0
wiggle,jason derulo featuring snoop dogg,14,13,0
bailando,enrique iglesias featuring descemer bueno & gente de zona,15,13,0
shower,becky g,16,8,0
love runs out,onerepublic,17,12,0
turn down for what,dj snake & lil jon,18,31,0
rather be,clean bandit featuring jess glynne,19,7,0
dark horse,katy perry featuring juicy j,20,45,0
break free,ariana grande featuring zedd,21,4,0
dirt,florida georgia line,22,3,0
come get it bae,pharrell williams,23,10,0
2 on,tinashe featuring schoolboy q,24,12,0
american kids,kenny chesney,25,6,0
classic,mkto,26,24,0
drunk on a plane,dierks bentley,27,11,0
all about that bass,meghan trainor,28,3,0
black widow,iggy azalea featuring rita ora,29,4,0
really don't care,demi lovato featuring cher lloyd,30,8,0
loyal,chris brown featuring lil wayne & french montana or too $hort or tyga,31,28,0
counting stars,onerepublic,32,58,0
i don't dance,lee brice,33,15,0
bartender,lady antebellum,34,10,0
ain't it fun,paramore,35,22,0
pompeii,bastille,36,50,0
believe me,lil wayne featuring drake,37,9,0
studio,schoolboy q featuring bj the chicago kid,38,8,0
come with me now,kongos,39,17,0
don't tell 'em,jeremih featuring yg,40,5,0
a sky full of stars,coldplay,41,13,0
talk dirty,jason derulo featuring 2 chainz,42,32,0
yeah,joe nichols,43,14,0
habits (stay high),tove lo,44,9,0
na na,trey songz,45,27,0
pills n potions,nicki minaj,46,10,0
this is how we roll,florida georgia line featuring luke bryan,47,25,0
not a bad thing,justin timberlake,48,22,0
