Title,ArtistName,Rank,Weeks,isNew
uptown funk!,mark ronson featuring bruno mars,1,8,False
blank space,taylor swift,2,10,False
take me to church,hozier,3,21,False
thinking out loud,ed sheeran,4,13,False
lips are movin,meghan trainor,5,11,False
all about that bass,meghan trainor,6,26,False
shake it off,taylor swift,7,20,False
i'm not the only one,sam smith,8,18,False
jealous,nick jonas,9,17,False
animals,maroon 5,10,20,False
love me harder,ariana grande & the weeknd,11,13,False
i don't f**k with you,big sean featuring e-40,12,15,False
centuries,fall out boy,13,17,False
the heart wants what it wants,selena gomez,14,9,False
bang bang,jessie j, ariana grande & nicki minaj,15,23,False
only,nicki minaj featuring drake, lil wayne & chris brown,16,10,False
the hanging tree,james newton howard featuring jennifer lawrence,17,6,False
tuesday,i love makonnen featuring drake,18,15,False
stay with me,sam smith,19,39,False
habits (stay high),tove lo,20,32,False
no type,rae sremmurd,21,15,False
waves,mr. probz,22,20,False
don't,ed sheeran,23,30,False
7/11,beyonce,24,6,False
hot boy,bobby shmurda,25,23,False
coco,o.t. genasis,26,7,False
rude,magic!,27,37,False
i don't mind,usher featuring juicy j,28,7,False
beg for it,iggy azalea featuring m0,29,11,False
don't tell 'em,jeremih featuring yg,30,28,False
black widow,iggy azalea featuring rita ora,31,27,False
blame,calvin harris featuring john newman,32,17,False
time of our lives,pitbull & ne-yo,33,4,False
night changes,one direction,34,7,False
only one,kanye west featuring paul mccartney,35,1,True
riptide,vance joy,36,28,False
chandelier,sia,37,35,False
l.a.love (la la),fergie,38,13,False
heroes (we could be),alesso featuring tove lo,39,14,False
trumpets,jason derulo,40,32,False
ghost,ella henderson,41,10,False
something in the water,carrie underwood,42,14,False
shotgun rider,tim mcgraw,43,14,False
rather be,clean bandit featuring jess glynne,44,30,False
stolen dance,milky chance,45,24,False
sledgehammer,fifth harmony,46,6,False
try me,dej loaf,47,11,False
anaconda,nicki minaj,48,22,False
talladega,eric church,49,11,False
lifestyle,rich gang featuring young thug & rich homie quan,50,25,False
sun daze,florida georgia line,51,11,False
touchin  lovin,trey songz featuring nicki minaj,52,18,False
i lived,onerepublic,53,6,False
g.d.f.r.,flo rida featuring sage the gemini & lookas,54,8,False
steal my girl,one direction,55,14,False
i see you,luke bryan,56,6,False
perfect storm,brad paisley,57,13,False
i bet my life,imagine dragons,58,9,False
feeling myself,nicki minaj featuring beyonce,59,3,False
prayer in c,lillywood & robin schulz,60,5,False
she knows,ne-yo featuring juicy j,61,7,False
lonely tonight,blake shelton featuring ashley monroe,62,5,False
drinking class,lee brice,63,12,False
hold you down,dj khaled featuring chris brown, august alsina, future & jeremih,64,18,False
try,colbie caillat,65,20,False
just gettin' started,jason aldean,66,6,False
god made girls,raelynn,67,11,False
til it's gone,kenny chesney,68,10,False
often,the weeknd,69,12,False
dangerous,david guetta featuring sam martin,70,11,False
style,taylor swift,71,4,False
make me wanna,thomas rhett,72,8,False
lonely eyes,chris young,73,3,False
close your eyes,parmalee,74,15,False
mean to me,brett eldredge,75,9,False
body language,kid ink featuring usher & tinashe,76,13,False
shut up and dance,walk the moon,77,8,False
stuck on a feeling,prince royce featuring snoop dogg,78,2,False
somewhere in my car,keith urban,79,19,False
something big,shawn mendes,80,3,False
***flawless,beyonce featuring nicki minaj or chimamanda ngozi adichie,81,15,False
homegrown honey,darius rucker,82,6,False
like a cowboy,randy houser,83,5,False
dear future husband,meghan trainor,84,7,False
in your arms,nico & vinz,85,12,False
apparently,j. cole,86,3,False
earned it (fifty shades of grey),the weeknd,87,2,False
no love,august alsina,88,16,False
neon light,blake shelton,89,19,False
outside,calvin harris featuring ellie goulding,90,4,False
bed of lies,nicki minaj featuring skylar grey,91,6,False
throw sum mo,rae sremmurd featuring nicki minaj & young thug,92,1,True
take your time,sam hunt,93,1,True
yellow flicker beat,lorde,94,9,False
what we ain't got,jake owen,95,1,True
geronimo,sheppard,96,2,False
a guy walks into a bar,tyler farr,97,1,True
take it on back,chase bryant,98,1,True
ain't worth the whiskey,cole swindell,99,1,True
i mean it,g-eazy featuring remo,100,1,True
rockstar,post malone featuring 21 savage,1,5,False
bodak yellow (money moves),cardi b,2,16,False
1-800-273-8255,logic featuring alessia cara & khalid,3,25,False
feel it still,portugal. the man,4,18,False
thunder,imagine dragons,5,25,False
mi gente,j balvin & willy william featuring beyonce,6,16,False
sorry not sorry,demi lovato,7,15,False
too good at goodbyes,sam smith,8,6,False
unforgettable,french montana featuring swae lee,9,28,False
look what you made me do,taylor swift,10,9,False
i get the bag,gucci mane featuring migos,11,9,False
attention,charlie puth,12,26,False
what about us,p!nk,13,11,False
believer,imagine dragons,14,37,False
despacito,luis fonsi & daddy yankee featuring justin bieber,15,40,False
bank account,21 savage,16,15,False
rake it up,yo gotti featuring nicki minaj,17,16,False
perfect,ed sheeran,18,8,False
what lovers do,maroon 5 featuring sza,19,8,False
havana,camila cabello featuring young thug,20,10,False
strip that down,liam payne featuring quavo,21,22,False
shape of you,ed sheeran,22,41,False
there's nothing holdin' me back,shawn mendes,23,26,False
slow hands,niall horan,24,25,False
young dumb & broke,khalid,25,14,False
what ifs,kane brown featuring lauren alaina,26,19,False
gucci gang,lil pump,27,6,False
praying,kesha,28,15,False
i fall apart,post malone,29,4,False
that's what i like,bruno mars,30,40,False
wild thoughts,dj khaled featuring rihanna & bryson tiller,31,18,False
bad at love,halsey,32,7,False
when it rains it pours,luke combs,33,12,False
congratulations,post malone featuring quavo,34,43,False
humble.,kendrick lamar,35,29,False
xo tour llif3,lil uzi vert,36,30,False
something just like this,the chainsmokers & coldplay,37,35,False
new rules,dua lipa,38,12,False
body like a back road,sam hunt,39,38,False
do re mi,blackbear,40,19,False
love galore,sza featuring travis scott,41,19,False
no limit,g-eazy featuring a$ap rocky & cardi b,42,6,False
location,khalid,43,41,False
silence,marshmello featuring khalid,44,10,False
the weekend,sza,45,12,False
say you won't let go,james arthur,46,52,False
crew,goldlink featuring brent faiyaz & shy glizzy,47,17,False
unforgettable,thomas rhett,48,12,False
no promises,cheat codes featuring demi lovato,49,23,False
every little thing,carly pearce,50,12,False
butterfly effect,travis scott,51,21,False
...ready for it?,taylor swift,52,7,False
small town boy,dustin lynch,53,20,False
greatest love story,lanco,54,7,False
pills and automobiles,chris brown featuring yo gotti, a boogie wit da hoodie & kodak black,55,6,False
the way life goes,lil uzi vert featuring nicki minaj,56,8,False
roll in peace,kodak black featuring xxxtentacion,57,9,False
the race,tay-k,58,11,False
love so soft,kelly clarkson,59,6,False
how long,charlie puth,60,2,False
plain jane,a$ap ferg featuring nicki minaj,61,4,False
jocelyn flores,xxxtentacion,62,8,False
transportin',kodak black,63,9,False
glorious,macklemore featuring skylar grey,64,15,False
relationship,young thug featuring future,65,9,False
more girls like you,kip moore,66,10,False
light it up,luke bryan,67,8,False
